,车牌号,车牌颜色,车辆种类,是否为运政车辆,辖区省,辖区市,辖区县,辖区镇,业户代码,业户名称,运营商代码,运营商名称,设备编码,终端类型,首次上传时间,最近定位时间,最近经度,最近纬度,GPS安装情况,是否上传GPS数据,年审日期,状态
3215,粤G43255,黄色,重型货车,是,广东,湛江,霞山,,G1059656,黄健,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/6/11 14:49:41,2018-11-02 18:07:33,110.3797,21.2139,已安装符合部标+北斗,是,2018-07-17,营运
3216,粤GR8046,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/15 0:00:00,2018-11-02 22:37:43,109.8034,21.2301,已安装符合部标+北斗,是,2018-05-22,营运
3217,粤GR8045,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/15 0:00:00,2018-11-02 22:34:41,109.8033,21.23,已安装符合部标+北斗,是,2018-05-23,营运
3218,粤GM5500,黄色,客运班车,是,广东,湛江,雷州,,G2000004,雷州市第一运输公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2010/7/16 0:00:00,2018-11-02 22:37:55,110.0577,20.921,已安装符合部标+北斗,是,2018-10-30,营运
3219,粤GM5500,蓝色,普通货运,是,广东,湛江,吴川,黄坡,G4005590,吴华辉,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2016-04-29,过户
3220,粤G55289,黄色,客运班车,是,广东,湛江,霞山,,A1080776,湛江市京通运输有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2015/2/3 0:00:00,2018-11-02 16:48:32,110.3856,21.1886,已安装符合部标+北斗,是,2018-09-11,营运
3221,粤G55286,黄色,客运班车,是,广东,湛江,赤坎,,G1000001,广东省湛江汽车运输集团有限公司五0一车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2015/2/2 0:00:00,2018-11-02 22:37:13,108.5973,21.7219,已安装符合部标+北斗,是,2018-06-08,营运
3222,粤GR9363,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6011016,钟洪章,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/7/25 18:45:00,2018-11-02 22:37:04,112.5832,23.3878,已安装符合部标+北斗,是,2018-05-25,营运
3223,粤GR8032,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/5 0:00:00,2018-11-02 18:25:06,109.7961,21.2251,已安装符合部标+北斗,是,2018-01-22,营运
3224,粤G55287,黄色,重型货车,是,广东,湛江,霞山,,G1046028,梁康伟,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2009/5/8 0:00:00,2018-11-02 20:42:35,110.3789,21.2141,已安装符合部标+北斗,是,2018-07-10,营运
3225,粤GR8030,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/15 0:00:00,2018-11-02 22:38:01,109.7595,21.1967,已安装符合部标+北斗,是,2018-09-19,营运
3226,粤GR8039,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/15 0:00:00,2018-11-02 16:30:20,109.8029,21.2296,已安装符合部标+北斗,是,2018-09-19,营运
3227,粤GR8038,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/15 0:00:00,2018-11-02 19:10:49,109.8028,21.2295,已安装符合部标+北斗,是,2018-07-27,营运
3228,粤GM5509,黄色,客运班车,是,广东,湛江,雷州,,G2000002,雷州市粤通运输有限责任公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2010/7/16 0:00:00,2018-11-02 22:36:21,110.0576,20.921,已安装符合部标+北斗,是,2018-09-21,营运
3229,粤GR8037,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/5 0:00:00,2018-11-02 17:09:23,109.8029,21.2297,已安装符合部标+北斗,是,2018-07-27,营运
3230,粤GR8036,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6012348,王华江,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2012/12/27 0:00:00,2018-11-02 22:37:08,110.2872,21.6027,已安装符合部标+北斗,是,2017-06-14,营运
3231,粤GR9367,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6011386,遂溪县瑞骏环宇贸易有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2013/6/14 0:00:00,2018-11-02 22:37:53,110.2028,21.5387,已安装符合部标+北斗,是,2018-08-01,营运
3232,粤GR8035,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/5 0:00:00,2018-11-02 18:35:37,109.8149,21.2462,已安装符合部标+北斗,是,2018-05-22,营运
3233,粤GW3596,黄色,客运班车,是,广东,湛江,吴川,梅菉,G4000002,吴川市联通汽车运输有限公司,1443364866,广东恒慧信息科技有限公司,10890,北斗,2015/12/10 0:00:00,2018-11-02 22:37:05,110.772,21.449,已安装符合部标+北斗,是,2018-06-22,营运
3234,粤GW3593,黄色,客运班车,是,广东,湛江,吴川,梅菉,G4000002,吴川市联通汽车运输有限公司,1443364866,广东恒慧信息科技有限公司,10890,北斗,2015/12/10 0:00:00,2018-11-02 22:32:06,110.7593,21.4094,已安装符合部标+北斗,是,2018-03-23,营运
3235,粤GJ0896,黄色,重型货车,是,广东,湛江,雷州,龙门,G2028537,陈海坚,1443364875,广州航德信息科技有限公司,10476,北斗,2018/7/31 17:57:44,2018-11-02 22:38:43,111.0297,21.5384,已安装符合部标+北斗,是,2018-08-02,营运
3236,粤GJ0897,黄色,重型货车,是,广东,湛江,雷州,,G2016175,雷州市锦富汽车租赁有限公司,1443364875,广州航德信息科技有限公司,10476,北斗,2018/8/17 11:36:12,2018-11-02 22:38:44,110.1351,21.6482,已安装符合部标+北斗,是,,营运
3237,粤GR9353,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6011726,陈木娟,1443364875,广州航德信息科技有限公司,10476,北斗,2017/4/6 16:25:26,2018-11-02 22:37:10,110.2392,21.379,已安装符合部标+北斗,是,2018-03-27,营运
3238,粤GR8022,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/5 0:00:00,2018-11-02 20:00:28,109.8029,21.2295,已安装符合部标+北斗,是,2018-01-22,营运
3239,粤G55296,黄色,客运班车,是,广东,湛江,赤坎,,A1087667,湛江粤达汽车客运有限公司,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2015/1/30 0:00:00,2018-11-02 22:39:18,110.9804,21.5934,已安装符合部标+北斗,是,2018-06-21,营运
3240,粤G55296,蓝色,,否,广东,湛江,,,,,1443364865,广东省湛江汽车运输集团有限公司,10730,北斗,2015/2/16 23:49:43,2015/8/18 16:29:08,110.3726,21.2971,已安装符合部标+北斗,是,,
3241,粤GR8021,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/5 0:00:00,2018-11-02 16:42:19,109.796,21.2251,已安装符合部标+北斗,是,2018-01-22,营运
3242,粤GL4848,黄色,,否,广东,湛江,,,,,1443364867,湛江市盈仁电子科技有限公司,10730,北斗,2015/4/1 13:12:55,2015/4/24 11:05:34,110.5868,21.349,已安装符合部标+北斗,是,,
3243,粤GL4848,蓝色,出租客运,是,广东,湛江,徐闻,徐城,G5002548,徐闻县金源出租车有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 16:05:37,2018/10/30 13:51:58,110.1051,20.4965,已安装符合部标+北斗,是,2018-08-22,营运
3244,粤G81F29,蓝色,出租客运,是,广东,湛江,城区,,G1030394,湛江市湛汽小汽车出租有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,MDVR,未知,2016/12/20 9:28:51,2018-11-02 22:39:28,110.4084,21.206,其他,是,2018-09-12,营运
3245,粤G81F28,蓝色,出租客运,是,广东,湛江,城区,,G1045848,湛江市瑞腾出租车有限责任公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10375,北斗,2016/12/16 16:40:07,2018-11-02 11:33:25,109.7667,21.6068,已安装符合部标+北斗,是,2018-07-13,营运
3246,粤GR8028,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/15 0:00:00,2018-11-02 22:39:45,109.8029,21.2295,已安装符合部标+北斗,是,2018-07-27,营运
3247,粤GR9358,黄色,重型货车,是,广东,湛江,遂溪,河头,G6011727,李堪腾,1443364875,广州航德信息科技有限公司,10476,北斗,2015/6/18 0:00:00,2018-11-02 22:38:00,110.212,20.2689,已安装符合部标+北斗,是,2018-08-13,营运
3248,粤GR8027,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10874,北斗,2013/1/5 0:00:00,2018-11-02 22:39:47,112.9395,22.5873,已安装符合部标+北斗,是,2018-07-18,营运
3249,粤GR8025,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/15 0:00:00,2018-11-02 22:38:16,110.2414,21.3788,已安装符合部标+北斗,是,2018-05-22,营运
3250,粤GR8025,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/15 0:00:00,2018-11-02 22:40:16,110.2414,21.3788,已安装符合部标+北斗,是,2018-05-22,营运
3251,粤G55267,黄色,重型货车,是,广东,湛江,赤坎,,G1042563,王伟昌,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2015/1/29 0:00:00,2018-11-02 22:32:24,110.3166,21.2938,已安装符合部标+北斗,是,2017-09-26,营运
3252,粤G55266,黄色,重型货车,是,广东,湛江,麻章,麻章,G1003076,梁南进,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2015/1/23 0:00:00,2018-11-02 22:39:06,110.3121,21.2759,已安装符合部标+北斗,是,2018-06-25,营运
3253,粤GR8015,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/15 0:00:00,2018-11-02 22:38:20,109.8028,21.2296,已安装符合部标+北斗,是,2018-05-23,营运
3254,粤G43296,黄色,重型货车,是,广东,湛江,雷州,沈塘,G2028985,吴柳,1443364875,广州航德信息科技有限公司,10476,北斗,2018/8/14 10:08:32,2018-11-02 22:39:52,110.109,21.3022,已安装符合部标+北斗,是,2018-09-19,营运
3255,粤G6079学,黄色,,否,广东,湛江,,,,,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2018/8/2 12:56:52,2018-11-02 22:39:21,110.1051,21.8133,已安装符合部标+北斗,是,,
3256,粤G55275,黄色,,否,广东,湛江,城区,,,,1443364866,广东恒慧信息科技有限公司,10383,北斗,2017/10/29 13:11:49,2018-11-02 22:40:26,110.4085,21.2098,已安装符合部标+北斗,是,,
3257,粤GD3462,蓝色,危险货运,是,广东,湛江,霞山,,G1028003,湛江富多煤气有限公司,1443364866,广东恒慧信息科技有限公司,10467,北斗,2013/6/28 0:00:00,2018-11-02 22:39:04,110.3783,21.1964,已安装符合部标+北斗,是,2018-02-23,营运
3258,粤G55270,黄色,危险货运,是,广东,湛江,霞山,,G1005312,湛江市霞山新鸿达石化运输有限公司,1443364873,湛江市普耐德电子科技有限公司,10162,JT808,2015/2/5 0:00:00,2018/10/26 19:05:27,110.4135,21.187,已安装符合部标,是,2018-09-20,营运
3259,粤GR9339,黄色,重型货车,是,广东,湛江,遂溪,城月,G6012597,蔡华妹,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2013/9/30 0:00:00,2018-11-02 22:39:31,110.3127,21.2903,已安装符合部标+北斗,是,2018-08-20,营运
3260,粤GR9335,黄色,,否,广东,湛江,,,,,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/1/4 17:14:57,2018-11-02 22:40:28,110.3784,21.3795,已安装符合部标+北斗,是,,
3261,粤GR9335,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6011716,谢贵妹,1443364875,广州航德信息科技有限公司,10476,北斗,2017/11/10 10:46:06,2018-11-02 22:40:28,110.3784,21.3795,已安装符合部标+北斗,是,2015-06-17,注销
3262,粤GFY710,黄色,,否,广东,湛江,,,,,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/7/23 11:37:46,2018-11-02 22:40:49,110.354,21.242,已安装符合部标+北斗,是,,
3263,粤G43299,黄色,重型货车,是,广东,湛江,麻章,湖光,G1046221,孙秋旺,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/5/28 4:45:22,2018-11-02 22:40:03,110.3178,21.1315,已安装符合部标+北斗,是,2018-09-25,营运
3264,粤G51722,黄色,重型货车,是,广东,湛江,赤坎,,G1040570,湛江顺丰速运有限公司,1443364869,湛江丽普盾高新科技有限公司,10765,北斗,2013/5/22 0:00:00,2018-11-02 22:40:51,112.9778,22.6076,已安装符合部标+北斗,是,2018-02-12,营运
3265,粤GD8381,蓝色,出租客运,是,广东,湛江,城区,,G1045848,湛江市瑞腾出租车有限责任公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2017/8/15 16:48:52,2018-11-02 22:40:36,110.3579,21.2626,已安装符合部标+北斗,是,2018-01-16,营运
3266,粤GH6650,蓝色,出租客运,是,广东,湛江,廉江,,G3350846,廉江市鸿运汽车出租运输有限公司,1443364866,广东恒慧信息科技有限公司,10044,JT808,2017/11/29 14:38:49,2018-11-02 22:39:07,110.2808,21.6001,已安装符合部标,是,2018-10-18,营运
3267,粤GW2197,黄色,,否,广东,湛江,,,,,1443364874,湛江市东海恒诚交通科技有限公司,10005,JT808,,2018-11-02 23:34:52,110.3846,21.2066,已安装符合部标,是,,
3268,粤GW2197,黄色,重型货车,是,广东,湛江,吴川,塘尾,G4005532,凌康上,1443364874,湛江市东海恒诚交通科技有限公司,10005,JT808,,2018-11-02 23:35:22,110.3846,21.2066,已安装符合部标,是,2016-07-07,注销
3269,粤GM9195,黄色,客运班车,是,广东,湛江,雷州,,G2000001,广东省湛江汽车运输集团有限公司五0五车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2014/1/20 0:00:00,2018-11-02 22:39:36,110.0486,20.9233,已安装符合部标+北斗,是,2018-06-08,营运
3270,粤GR9441,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6012074,周炳东,1443364866,广东恒慧信息科技有限公司,10383,北斗,2016/10/26 0:38:15,2018/10/26 15:29:14,110.2683,19.9626,已安装符合部标+北斗,是,2018-01-19,营运
3271,粤GE0699,黄色,重型货车,是,广东,湛江,雷州,杨家,G2017481,李承景,1443364866,广东恒慧信息科技有限公司,10476,北斗,2016/8/16 9:29:25,2018-11-02 22:41:14,110.0541,20.9528,已安装符合部标+北斗,是,2018-09-28,营运
3272,粤GR8113,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6007680,遂溪县茂通运输有限公司,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2013/1/24 0:00:00,2018-11-02 22:41:10,110.323,21.6677,已安装符合部标,是,2018-03-23,营运
3273,粤GM6900,黄色,客运班车,是,广东,湛江,雷州,,G1000041,雷州市第三客运公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2017/7/18 15:13:53,2018-11-02 22:41:03,110.0575,20.9209,已安装符合部标+北斗,是,2018-09-14,营运
3274,粤GR8109,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2013/1/27 0:00:00,2018-11-02 22:40:54,110.2532,21.3753,已安装符合部标+北斗,是,2018-09-19,营运
3275,粤G51737,黄色,重型货车,是,广东,湛江,霞山,,G1039641,湛江兴岳物流有限公司,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2013/5/30 0:00:00,2018-11-02 22:41:27,110.2968,21.3266,已安装符合部标+北斗,是,2018-08-16,营运
3276,粤GM9181,黄色,客运班车,是,广东,湛江,雷州,,G2000002,雷州市粤通运输有限责任公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2013/11/26 0:00:00,2018-11-02 22:37:13,110.0159,20.6978,已安装符合部标+北斗,是,2018-01-15,营运
3277,,,,否,,,,,,,,,,未知,,,0,0,,否,,
3278,粤GL4922,黄色,,否,广东,湛江,,,,,1443364867,湛江市盈仁电子科技有限公司,10730,北斗,,,0,0,未安装,否,,
3279,粤GL4922,蓝色,出租客运,是,广东,湛江,徐闻,徐城,G5002548,徐闻县金源出租车有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 16:05:37,2018-11-02 22:40:56,109.9606,20.3026,已安装符合部标+北斗,是,2018-04-04,营运
3280,粤GJ0979,黄色,重型货车,是,广东,湛江,赤坎,,G1046896,王开清,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/9/30 12:45:10,2018-11-02 22:42:08,113.0203,22.7943,已安装符合部标+北斗,是,2018-10-09,营运
3281,粤GU6940,黄色,客运班车,是,广东,湛江,廉江,,G3000002,廉江市第三汽车运输公司,1443364877,广东北斗平台科技有限公司湛江分公司,10379,北斗,2015/5/21 0:00:00,2018-11-02 20:37:21,110.282,21.6035,已安装符合部标+北斗,是,2018-10-11,营运
3282,粤GU6940,黄色,客运班车,是,广东,湛江,廉江,,G3000002,廉江市第三汽车运输公司,1443364877,广东北斗平台科技有限公司湛江分公司,10379,北斗,2015/5/21 0:00:00,2018-11-02 20:37:21,110.282,21.6035,已安装符合部标+北斗,是,2018-10-11,营运
3283,粤GU6945,黄色,重型货车,是,广东,湛江,廉江,,G3351792,廉江市安通运输有限公司,1443364866,广东恒慧信息科技有限公司,10476,北斗,2015/9/14 0:00:00,2018-11-02 22:42:32,110.0106,21.5611,已安装符合部标+北斗,是,2018-08-20,营运
3284,粤GU6945,蓝色,普通货运,是,广东,湛江,廉江,,G3348219,钟土浩,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2011-03-17,注销
3285,粤GU6947,黄色,客运班车,是,广东,湛江,廉江,,G3000007,廉江市安达运输有限公司,1443364877,广东北斗平台科技有限公司湛江分公司,10379,北斗,2016/12/29 0:00:00,2018-11-02 22:41:05,112.4395,23.0829,已安装符合部标+北斗,是,2018-07-03,营运
3286,粤GM6908,黄色,重型货车,是,广东,湛江,雷州,南兴,G2013376,肖继武,1443364866,广东恒慧信息科技有限公司,10383,北斗,2011/10/9 0:00:00,2018/10/29 15:40:39,110.0772,20.791,已安装符合部标+北斗,是,2018-07-02,营运
3287,粤GM6905,黄色,重型货车,是,广东,湛江,雷州,雷城,G2016175,雷州市锦富汽车租赁有限公司,1443364875,广州航德信息科技有限公司,10476,北斗,2011/11/25 0:00:00,2018-11-02 22:42:11,110.1546,21.6426,已安装符合部标+北斗,是,2018-08-03,营运
3288,粤GR8101,黄色,客运班车,是,广东,湛江,遂溪,,G6000001,广东省湛江汽车运输集团有限公司五0六车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2013/1/28 0:00:00,2018-11-02 22:41:48,110.2535,21.3746,已安装符合部标+北斗,是,2018-01-26,营运
3289,粤GR8100,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10874,北斗,2017/8/5 8:08:30,2018-11-02 22:42:44,111.8962,21.8989,已安装符合部标+北斗,是,2018-10-25,营运
3290,粤GE0683,黄色,重型货车,是,广东,湛江,雷州,南兴,G2016017,庞国强,1443364875,广州航德信息科技有限公司,10476,北斗,2015/12/23 0:00:00,2018/10/28 15:29:12,110.0805,20.8009,已安装符合部标+北斗,是,2018-03-09,营运
3291,粤GM6935,黄色,客运班车,是,广东,湛江,雷州,,G1000041,雷州市第三客运公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2016/6/28 7:06:26,2018-11-02 20:40:43,110.3419,20.7903,已安装符合部标+北斗,是,2018-05-15,营运
3292,粤GR9429,黄色,重型货车,是,广东,湛江,遂溪,乌塘,G6007690,陈忠武,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2011/7/20 0:00:00,2018-11-02 22:42:58,110.3789,21.1975,已安装符合部标+北斗,是,2018-09-11,营运
3293,粤GR9428,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6005501,利景松,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2015/7/21 0:00:00,2018-11-02 22:41:42,110.268,21.3717,已安装符合部标+北斗,是,2018-07-17,营运
3294,粤GR9428,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6005501,利景松,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2015/7/21 0:00:00,2018-11-02 22:42:12,110.268,21.3717,已安装符合部标+北斗,是,2018-07-17,营运
3295,粤G6918学,黄色,教练员车,是,广东,湛江,麻章,,G1048718,湛江市达天下机动车驾驶员培训有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2017/10/22 13:39:30,2018-11-02 22:43:23,110.3177,21.2974,已安装符合部标+北斗,是,,使用
3296,粤G51712,黄色,重型货车,是,广东,湛江,霞山,,G1040598,湛江市金满粮油脂有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2013/6/18 0:00:00,2018-11-02 22:43:19,110.071,20.9571,已安装符合部标+北斗,是,2018-02-01,营运
3297,粤GF2678,黄色,,否,广东,湛江,霞山,,,,1443364866,广东恒慧信息科技有限公司,10498,北斗,2015/7/3 22:02:58,2017/11/2 10:46:58,110.3911,21.4035,已安装符合部标+北斗,是,,
3298,粤GF2678,蓝色,危险货运,是,广东,湛江,霞山,,G1000748,湛江氧气厂,1443364866,广东恒慧信息科技有限公司,10383,北斗,2014/8/4 0:00:00,2018-11-02 22:43:39,110.3913,21.4036,已安装符合部标+北斗,是,2018-08-23,营运
3299,粤GJ0991,黄色,重型货车,是,广东,湛江,徐闻,徐城,G5001554,吴广福,2248671233,,5642,DB44,2013/3/22 13:15:36,2013/3/22 13:15:36,0,0,已安装符合DB44,是,2013-04-03,注销
3300,粤GJ0992,黄色,重型货车,是,广东,湛江,廉江,,G3363994,陈夏悦,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2018/9/14 13:14:55,2018-11-02 22:43:34,110.0589,21.6205,已安装符合部标,是,2018-09-21,营运
3301,粤GJ0997,黄色,重型货车,是,广东,湛江,霞山,,G1036646,湛江市众城货运代理有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/10/9 15:07:24,2018-11-02 22:43:35,110.4862,21.0659,已安装符合部标+北斗,是,2018-10-18,营运
3302,粤GJ0997,黄色,客运班车,是,广东,湛江,徐闻,徐城,G5000001,广东省湛江汽车运输集团有限公司五0四车队,0,,0,未知,2012/2/13 8:30:41,2018-11-02 22:43:35,110.4862,21.0659,其他,是,2011-08-23,注销
3303,粤GU6966,黄色,客运班车,是,广东,湛江,廉江,,G3000006,廉江市交通运输有限公司,1443364877,广东北斗平台科技有限公司湛江分公司,10379,北斗,2013/9/29 0:00:00,2018-11-02 22:42:01,109.9226,21.6278,已安装符合部标+北斗,是,2018-06-21,营运
3304,粤GR9416,黄色,客运班车,是,广东,湛江,遂溪,遂城,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2016/1/26 0:00:00,2018-11-02 22:42:07,109.7747,21.27,已安装符合部标+北斗,是,2018-05-22,营运
3305,粤GR9412,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6010573,殷光志,1443364880,湛江博佳电子科技有限公司,10765,北斗,2017/8/9 15:07:12,2018-11-02 22:44:12,109.5652,21.7312,已安装符合部标+北斗,是,2018-03-21,营运
3306,粤G51769,黄色,重型货车,是,广东,湛江,霞山,,G1031038,陈国青,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2013/5/28 0:00:00,2018-11-02 22:44:01,110.156,21.6422,已安装符合部标+北斗,是,2018-09-19,营运
3307,粤G51769,蓝色,普通货运,是,广东,湛江,麻章,太平,G1027765,肖真,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2013-09-16,注销
3308,粤G51768,黄色,重型货车,是,广东,湛江,霞山,,G1031038,陈国青,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2013/5/28 0:00:00,2018-11-02 22:43:44,110.3316,21.2006,已安装符合部标+北斗,是,2018-08-13,营运
3309,粤G81F96,蓝色,出租客运,是,广东,湛江,城区,,G1030394,湛江市湛汽小汽车出租有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10375,北斗,2016/12/20 14:56:59,2018-11-02 22:41:01,110.3957,21.1909,已安装符合部标+北斗,是,2018-05-31,营运
3310,粤G12B79,蓝色,出租客运,是,广东,湛江,城区,,G1025971,湛江市鑫豪出租汽车有限公司,1443364869,湛江丽普盾高新科技有限公司,10150,JT808,2017/8/15 16:27:15,2018-11-02 22:44:07,110.4124,21.2066,已安装符合部标,是,2018-09-26,营运
3311,粤G12B79,蓝色,出租客运,是,广东,湛江,城区,,G1025971,湛江市鑫豪出租汽车有限公司,1443364869,湛江丽普盾高新科技有限公司,10150,JT808,2017/8/15 16:27:15,2018-11-02 22:44:07,110.4124,21.2066,已安装符合部标,是,2018-09-26,营运
3312,粤GR9407,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6012886,陈景昌,1443364875,广州航德信息科技有限公司,10476,北斗,2013/12/19 0:00:00,2018-11-02 22:44:15,110.2704,21.3407,已安装符合部标+北斗,是,2018-07-02,营运
3313,粤GR9407,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6012886,陈景昌,1443364875,广州航德信息科技有限公司,10476,北斗,2013/12/19 0:00:00,2018-11-02 22:45:24,110.2704,21.3407,已安装符合部标+北斗,是,2018-07-02,营运
3314,粤GU6996,黄色,客运班车,是,广东,湛江,廉江,,G3000001,广东省湛江汽车运输集团有限公司五0七车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2013/11/19 0:00:00,2018-11-02 22:44:51,113.4519,22.6818,已安装符合部标+北斗,是,2018-06-28,营运
3315,粤GU6996,蓝色,普通货运,是,广东,湛江,廉江,,G3348812,李均郁,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2010-01-14,注销
3316,粤GU6997,黄色,客运班车,是,广东,湛江,廉江,,G3000007,廉江市安达运输有限公司,1443364877,广东北斗平台科技有限公司湛江分公司,10379,北斗,2014/1/16 0:00:00,2018-11-02 22:44:31,110.2853,21.6,已安装符合部标+北斗,是,2018-06-28,营运
3317,粤GM9149,黄色,重型货车,是,广东,湛江,雷州,白沙,G2013746,陈平,1443364866,广东恒慧信息科技有限公司,10476,北斗,2016/9/7 10:08:19,2018-11-02 22:45:32,110.2809,20.0271,已安装符合部标+北斗,是,2018-09-03,营运
